index,country,name,full_name,symbol,currency,class,market
693,china,SZSE Chinext Equal Weight,SZSE Chinext Equal Weight,SZCEWI,CNY,other_indices,world_indices
694,china,SZSE Chinext Prime Market,SZSE Chinext Prime Market,SZSCPMI,CNY,other_indices,world_indices
695,china,SZSE Chinext Strategic Emerging Industries,SZSE Chinext Strategic Emerging Industries,SZSCSEII,CNY,other_indices,world_indices
696,china,SZSE Component Equal Weighted,SZSE Component Equal Weighted,SZSCEWI,CNY,other_indices,world_indices
697,china,SZSE Corp Governance Price,SZSE Corp Governance Price,SZSCGPI,CNY,other_indices,world_indices
698,china,SZSE Cyclical 50,SZSE Cyclical 50,SZC50I,CNY,other_indices,world_indices
699,china,SZSE Dividend Price,SZSE Dividend Price,SZSDPI,CNY,other_indices,world_indices
700,china,SZSE GDP 100,SZSE GDP 100,SZGDP100,CNY,other_indices,world_indices
701,china,SZSE Growth Price,SZSE Growth Price,SZSGPI,CNY,other_indices,world_indices
702,china,SZSE Innovation,SZSE Innovation,SZSEIN,CNY,other_indices,world_indices
703,china,SZSE New,SZSE New,SZSCI,CNY,other_indices,world_indices
704,china,SZSE Press,SZSE Press,SZSPI1,CNY,other_indices,world_indices
705,china,SZSE A Share Sub,SZSE A Share Sub,SZSA1,CNY,other_indices,world_indices
706,china,SZSE 100 Performance Weighted,SZSE 100 Performance Weighted,SZ100PWI,CNY,other_indices,world_indices
707,china,SZSE A Share,SZSE A Share,SZSA,CNY,other_indices,world_indices
708,china,SZSE 700 Growth,SZSE 700 Growth,SZ700G,CNY,other_indices,world_indices
709,china,SZSE 1000,SZSE 1000,SZ1000I,CNY,other_indices,world_indices
710,china,SZSE 1000 Growth,SZSE 1000 Growth,SZ1000G,CNY,other_indices,world_indices
711,china,SZSE 1000 Value,SZSE 1000 Value,SZ1000V,CNY,other_indices,world_indices
712,china,SZSE 200,SZSE 200,SZ200I,CNY,other_indices,world_indices
713,china,SZSE 300,SZSE 300,SZ300,CNY,other_indices,world_indices
714,china,SZSE 300 Equal Weight,SZSE 300 Equal Weight,SZ300EWI,CNY,other_indices,world_indices
715,china,SZSE 300 Growth Price,SZSE 300 Growth Price,SZ300GPI,CNY,other_indices,world_indices
716,china,SZSE 300 High Beta,SZSE 300 High Beta,SZ300HBI,CNY,other_indices,world_indices
717,china,SZSE 300 Low Volatility,SZSE 300 Low Volatility,SZ300LVI,CNY,other_indices,world_indices
718,china,SZSE 300 Performance Weighted,SZSE 300 Performance Weighted,SZ300PWI,CNY,other_indices,world_indices
719,china,SZSE 300 Price,SZSE 300 Price,SZ300PI,CNY,other_indices,world_indices
720,china,SZSE 300 Value Price,SZSE 300 Value Price,SZ300VPI,CNY,other_indices,world_indices
721,china,SZSE 500 High Beta,SZSE 500 High Beta,SZ500HBI,CNY,other_indices,world_indices
722,china,SZSE 500 Low Volatility,SZSE 500 Low Volatility,SZ500LVI,CNY,other_indices,world_indices
723,china,SZSE 700,SZSE 700,SZ700I,CNY,other_indices,world_indices
724,china,SZSE 700 Value,SZSE 700 Value,SZ700V,CNY,other_indices,world_indices
725,china,SZSE Press Composite,SZSE Press Composite,SZSPI,CNY,other_indices,world_indices
726,china,SSE Mega-cap,SSE Mega-cap,SSEMECA,CNY,other_indices,world_indices
727,china,SSE Materials EW,SSE Materials Equal Weight,SSEMSEWI,CNY,other_indices,world_indices
728,china,SSE 380 Dividend,SSE 380 Dividend,SSE380DI,CNY,other_indices,world_indices
729,china,SSE 380 Dynamic,SSE 380 Dynamic,SSE380D,CNY,other_indices,world_indices
730,china,SSE 380 Energy,SSE 380 Energy,SSE380EI,CNY,other_indices,world_indices
731,china,SSE 380 EW,SSE 380 Equal Weight,SSE380EWI,CNY,other_indices,world_indices
732,china,SSE 380 Financials,SSE 380 Financials,SSE380FI,CNY,other_indices,world_indices
733,china,SSE 380 Fundamental Weighted,SSE 380 Fundamental Weighted,SSE380FWI,CNY,other_indices,world_indices
734,china,SSE 380 Growth,SSE 380 Growth,SSE380GI,CNY,other_indices,world_indices
735,china,SSE 380 Health Care,SSE 380 Health Care,SSE380HCI,CNY,other_indices,world_indices
736,china,SSE 380 High Beta,SSE 380 High Beta,SSE380HBI,CNY,other_indices,world_indices
737,china,SSE 380 Industrials,SSE 380 Industrials,SSE380II,CNY,other_indices,world_indices
738,china,SSE 380 Information Technology,SSE 380 Information Technology,SSE380ITI,CNY,other_indices,world_indices
739,china,SSE 380 Low Beta,SSE 380 Low Beta,SSE380LBI,CNY,other_indices,world_indices
740,china,SSE 380 Materials,SSE 380 Materials,SSE380MI,CNY,other_indices,world_indices
741,china,SSE 380 Relative Growth,SSE 380 Relative Growth,SSE380RGI,CNY,other_indices,world_indices
742,china,SSE 380 Relative Value,SSE 380 Relative Value,SSE380RVI,CNY,other_indices,world_indices
743,china,SSE 380 Consumer Staples,SSE 380 Consumer Staples,SSE380CSI,CNY,other_indices,world_indices
744,china,SSE 380 Stability,SSE 380 Stability,SSE380SI,CNY,other_indices,world_indices
745,china,SSE 380 Consumer Discretionary,SSE 380 Consumer Discretionary,SSE380CDI,CNY,other_indices,world_indices
746,china,SSE 180 Volatility Weighted,SSE 180 Volatility Weighted,SSE180VWI,CNY,other_indices,world_indices
747,china,SME-Chinext Growth,SME-Chinext Growth,SZSCG,CNY,other_indices,world_indices
748,china,SME-Chinext Tec 100 Price,SME-Chinext Tec 100 Price,SZTEC100P,CNY,other_indices,world_indices
749,china,SME-Chinext Value,SME-Chinext Value,SZSCV,CNY,other_indices,world_indices
750,china,SSE 150,SSE 150,SSE150I,CNY,other_indices,world_indices
751,china,SSE 180 Corporate Governance,SSE 180 Corporate Governance,SSE180CGI,CNY,other_indices,world_indices
752,china,SSE 180 Dividend,SSE 180 Dividend,SSE180DI,CNY,other_indices,world_indices
753,china,SSE 180 Dynamic,SSE 180 Dynamic,SSE180D,CNY,other_indices,world_indices
754,china,SSE 180 EW,SSE 180 Equal Weight,SSE180EWI,CNY,other_indices,world_indices
755,china,SSE 180 Fundamental Weighted,SSE 180 Fundamental Weighted,SSE180FWI,CNY,other_indices,world_indices
756,china,SSE 180 High Beta,SSE 180 High Beta,SSE180HBI,CNY,other_indices,world_indices
757,china,SSE 180 Infrastructure,SSE 180 Infrastructure,SSE180INF,CNY,other_indices,world_indices
758,china,SSE 180 Low Beta,SSE 180 Low Beta,SSE180LBI,CNY,other_indices,world_indices
759,china,SSE 180 Natural Resource,SSE 180 Natural Resource,SSE180NR,CNY,other_indices,world_indices
760,china,SSE 180 Stability,SSE 180 Stability,SSE180SI,CNY,other_indices,world_indices
761,china,SSE 180 Transportation,SSE 180 Transportation,SSE180TP,CNY,other_indices,world_indices
762,china,SSE 380,SSE 380,HKSSE380,HKD,other_indices,world_indices
763,china,SSE Medium Enterprise Composite,SSE Medium Enterprise Composite,SSEMECI,CNY,other_indices,world_indices
764,china,SSE 380 Telecommunication Services,SSE 380 Telecommunication Services,SSE380TSI,CNY,other_indices,world_indices
765,china,SSE 380 Value,SSE 380 Value,SSE380VI,CNY,other_indices,world_indices
766,china,SSE Health Care theme,SSE Health Care theme,SSEHCTI,CNY,other_indices,world_indices
767,china,SSE High And New Technology Enterprises,SSE High And New Technology Enterprises,SSEHANTEI,CNY,other_indices,world_indices
768,china,SSE High-End Equipment Manufacturing 60,SSE High-End Equipment Manufacturing 60,SSEHEEM60,CNY,other_indices,world_indices
769,china,SSE Industrial Sub,SSE Industrial Sub,SSEI,CNY,other_indices,world_indices
770,china,SSE Industrials EW,SSE Industrials Equal Weight,SSEISEWI,CNY,other_indices,world_indices
771,china,SSE Industry Top,SSE Industry Top,SSEINDTOP,CNY,other_indices,world_indices
772,china,SSE Information Technology EW,SSE Information Technology Equal Weight,SSEITSEWI,CNY,other_indices,world_indices
773,china,SSE Large&Mid&Small Cap,SSE Large&Mid&Small Cap,SSELMSCI,CNY,other_indices,world_indices
774,china,SSE Large&Mid&Small Cap Growth,SSE Large&Mid&Small Cap Growth,SSELMSCG,CNY,other_indices,world_indices
775,china,SSE Large&Mid&Small Cap Relative Growth,SSE Large&Mid&Small Cap Relative Growth,SSELMSCRG,CNY,other_indices,world_indices
776,china,SSE Large&Mid&Small Cap Relative Value,SSE Large&Mid&Small Cap Relative Value,SSELMSCRV,CNY,other_indices,world_indices
777,china,SSE Large&Mid&Small Cap Value,SSE Large&Mid&Small Cap Value,SSELMSCV,CNY,other_indices,world_indices
778,china,SSE Leading Consumption and Services,SSE Leading Consumption and Services,SSELCASI,CNY,other_indices,world_indices
779,china,SSE Local State-owned Enterprises 50,SSE Local State-owned Enterprises 50,SSELSOE50,CNY,other_indices,world_indices
780,china,SSE Market Value Top 100,SSE Market Value Top 100,SSEMV100I,CNY,other_indices,world_indices
781,china,SSE Health Care EW,SSE Health Care Equal Weight,SSEHCSEWI,CNY,other_indices,world_indices
782,china,SSE 380 Utilities,SSE 380 Utilities,SSE380UI,CNY,other_indices,world_indices
783,china,SSE Free Float,SSE Free Float,SSEFF,CNY,other_indices,world_indices
784,china,SSE Environmental Protection Industry,SSE Environmental Protection Industry,SSEEPII,CNY,other_indices,world_indices
785,china,SSE 380 Volatility Weighted,SSE 380 Volatility Weighted,SSE380VWI,CNY,other_indices,world_indices
786,china,SSE 50 EW,SSE 50 Equal Weight,SSELEWI,CNY,other_indices,world_indices
787,china,SSE 50 Fundamental Weighted,SSE 50 Fundamental Weighted,SSE50FWI,CNY,other_indices,world_indices
788,china,SSE Agriculture theme,SSE Agriculture theme,SSEATI,CNY,other_indices,world_indices
789,china,SSE Banks Total Return,SSE Banks Total Return,CSIH00134,CNY,other_indices,world_indices
790,china,SSE Central State-owned Enterprises 50,SSE Central State-owned Enterprises 50,SSECSOE50,CNY,other_indices,world_indices
791,china,SSE Commercial Sub,SSE Commercial Sub,SSEM,CNY,other_indices,world_indices
792,china,SSE Consumer 50,SSE Consumer 50,SSEC50I,CNY,other_indices,world_indices
793,china,SSE Consumer 80,SSE Consumer 80,SSEC80,CNY,other_indices,world_indices
794,china,SSE Consumer Discretionary EW,SSE Consumer Discretionary Equal Weight,SSECDSEWI,CNY,other_indices,world_indices
795,china,SSE Consumer Staples EW,SSE Consumer Staples Equal Weight,SSECSSEWI,CNY,other_indices,world_indices
796,china,SSE Cyclical Industry 50,SSE Cyclical Industry 50,SSECI50,CNY,other_indices,world_indices
797,china,SSE Dividend,SSE Dividend,SSEDI,CNY,other_indices,world_indices
798,china,SSE Downstream Industry,SSE Downstream Industry,SSEDII,CNY,other_indices,world_indices
799,china,SSE Energy EW,SSE Energy Equal Weight,SSEESEWI,CNY,other_indices,world_indices
800,china,SSE Financials EW,SSE Financials Equal Weight,SSEFSEWI,CNY,other_indices,world_indices
801,china,SZSE SME 300 Price,SZSE SME 300 Price,SZSME300,CNY,other_indices,world_indices
802,china,SZSE Composite,SZSE Composite,SZSC,CNY,other_indices,world_indices
803,china,SZSE SME Corp Governance,SZSE SME Corp Governance,SZSMECGI,CNY,other_indices,world_indices
804,china,SZSE TMT50 Price,SZSE TMT50 Price,SZSTPI,CNY,other_indices,world_indices
805,china,SZSE Strategic Emerging Industries,SZSE Strategic Emerging Industries,SZSSEII,CNY,other_indices,world_indices
806,china,SZSE SME-Chinext Hnte,SZSE SME-Chinext Hnte,SZSHI,CNY,other_indices,world_indices
807,china,SZSE SME-Chinext 100 Equal Weighted,SZSE SME-Chinext 100 Equal Weighted,SZS100EWI,CNY,other_indices,world_indices
808,china,SZSE SME Strategic Emerging Industries,SZSE SME Strategic Emerging Industries,SZSSSEII,CNY,other_indices,world_indices
809,china,SZSE SME Return,SZSE SME Return,SZSMERI,CNY,other_indices,world_indices
810,china,SZSE SME Prime Market,SZSE SME Prime Market,SZSMEPMI,CNY,other_indices,world_indices
811,china,SZSE SME Performance Weighted,SZSE SME Performance Weighted,SZSPWI,CNY,other_indices,world_indices
812,china,SZSE SME Low Volatility,SZSE SME Low Volatility,SZSLVI,CNY,other_indices,world_indices
813,china,SZSE SME High Beta,SZSE SME High Beta,SZSHBI,CNY,other_indices,world_indices
814,china,SZSE SME Equal Weight,SZSE SME Equal Weight,SZSEWI,CNY,other_indices,world_indices
815,china,SZSE SME Dividend,SZSE SME Dividend,SZSMEDI,CNY,other_indices,world_indices
816,china,SZSE SME CSR,SZSE SME CSR,SZSMECI,CNY,other_indices,world_indices
817,china,SZSE SME Price,SZSE SME Price,SZSMEPI,CNY,other_indices,world_indices
818,china,SZSE SME Composite,SZSE SME Composite,SZSME,CNY,other_indices,world_indices
